_Annual_J-D_2019_____________ L-OTI(^S^o^N^C) Anomaly vs 2000-2001              
   i   j     lon     lat    array(i,j)
 165   4  149.00  -83.00        0.9754
 166   4  151.00  -83.00        0.9754
 167   4  153.00  -83.00        0.9754
 168   4  155.00  -83.00        0.9754
 169   4  157.00  -83.00        0.9754
 170   4  159.00  -83.00        0.9754
 171   4  161.00  -83.00        0.9754
 172   4  163.00  -83.00        0.9754
 173   4  165.00  -83.00        0.9754
 174   4  167.00  -83.00        0.9754
 175   4  169.00  -83.00        0.9754
 176   4  171.00  -83.00        0.9754
 177   4  173.00  -83.00        0.9754
 178   4  175.00  -83.00        0.9754
 179   4  177.00  -83.00        0.9754
 180   4  179.00  -83.00        0.9754
   1   5 -179.00  -81.00        1.5524
   2   5 -177.00  -81.00        1.5524
   3   5 -175.00  -81.00        1.5524
   4   5 -173.00  -81.00        1.5524
   5   5 -171.00  -81.00        1.5152
   6   5 -169.00  -81.00        1.4779
   7   5 -167.00  -81.00        1.4779
   8   5 -165.00  -81.00        1.4779
   9   5 -163.00  -81.00        1.4779
  10   5 -161.00  -81.00        1.3801
  11   5 -159.00  -81.00        1.3801
  12   5 -157.00  -81.00        1.3801
  13   5 -155.00  -81.00        1.3801
  14   5 -153.00  -81.00        1.3278
  15   5 -151.00  -81.00        1.2755
  16   5 -149.00  -81.00        1.2755
  17   5 -147.00  -81.00        1.2755
  18   5 -145.00  -81.00        1.2755
  19   5 -143.00  -81.00        1.1847
  20   5 -141.00  -81.00        1.1847
  21   5 -139.00  -81.00        1.1847
  22   5 -137.00  -81.00        1.1847
  23   5 -135.00  -81.00        1.1547
  24   5 -133.00  -81.00        1.1247
  25   5 -131.00  -81.00        1.1247
  26   5 -129.00  -81.00        1.1247
  27   5 -127.00  -81.00        1.1247
  28   5 -125.00  -81.00        1.0205
  29   5 -123.00  -81.00        1.0205
  30   5 -121.00  -81.00        1.0205
  31   5 -119.00  -81.00        1.0205
  32   5 -117.00  -81.00        0.9569
  33   5 -115.00  -81.00        0.8932
  34   5 -113.00  -81.00        0.8932
  35   5 -111.00  -81.00        0.8932
  36   5 -109.00  -81.00        0.8932
  37   5 -107.00  -81.00        0.8748
  38   5 -105.00  -81.00        0.8748
  39   5 -103.00  -81.00        0.8748
  40   5 -101.00  -81.00        0.8748
  41   5  -99.00  -81.00        0.8651
  42   5  -97.00  -81.00        0.8555
  43   5  -95.00  -81.00        0.8555
  44   5  -93.00  -81.00        0.8555
  45   5  -91.00  -81.00        0.8555
  46   5  -89.00  -81.00        0.7116
  47   5  -87.00  -81.00        0.7116
  48   5  -85.00  -81.00        0.7116
  49   5  -83.00  -81.00        0.7116
  50   5  -81.00  -81.00        0.6421
  51   5  -79.00  -81.00        0.5726
  52   5  -77.00  -81.00        0.5726
  53   5  -75.00  -81.00        0.5726
  54   5  -73.00  -81.00        0.5726
  55   5  -71.00  -81.00        0.4540
  56   5  -69.00  -81.00        0.4540
  57   5  -67.00  -81.00        0.4540
  58   5  -65.00  -81.00        0.4540
  59   5  -63.00  -81.00        0.4063
  60   5  -61.00  -81.00        0.3586
  61   5  -59.00  -81.00        0.3586
  62   5  -57.00  -81.00        0.3586
  63   5  -55.00  -81.00        0.3586
  64   5  -53.00  -81.00        0.3064
  65   5  -51.00  -81.00        0.3064
  66   5  -49.00  -81.00        0.3064
  67   5  -47.00  -81.00        0.3064
  68   5  -45.00  -81.00        0.3238
  69   5  -43.00  -81.00        0.3412
  70   5  -41.00  -81.00        0.3412
  71   5  -39.00  -81.00        0.3412
  72   5  -37.00  -81.00        0.3412
  73   5  -35.00  -81.00        0.4351
  74   5  -33.00  -81.00        0.4351
  75   5  -31.00  -81.00        0.4351
  76   5  -29.00  -81.00        0.4351
  77   5  -27.00  -81.00        0.4576
  78   5  -25.00  -81.00        0.4801
  79   5  -23.00  -81.00        0.4801
  80   5  -21.00  -81.00        0.4801
  81   5  -19.00  -81.00        0.4801
  82   5  -17.00  -81.00        0.4652
  83   5  -15.00  -81.00        0.4652
  84   5  -13.00  -81.00        0.4652
  85   5  -11.00  -81.00        0.4652
  86   5   -9.00  -81.00        0.4575
  87   5   -7.00  -81.00        0.4498
  88   5   -5.00  -81.00        0.4498
  89   5   -3.00  -81.00        0.4498
  90   5   -1.00  -81.00        0.4498
  91   5    1.00  -81.00        0.4745
  92   5    3.00  -81.00        0.4745
  93   5    5.00  -81.00        0.4745
  94   5    7.00  -81.00        0.4745
  95   5    9.00  -81.00        0.5380
  96   5   11.00  -81.00        0.6015
  97   5   13.00  -81.00        0.6015
  98   5   15.00  -81.00        0.6015
  99   5   17.00  -81.00        0.6015
 100   5   19.00  -81.00        0.7407
 101   5   21.00  -81.00        0.7407
 102   5   23.00  -81.00        0.7407
 103   5   25.00  -81.00        0.7407
 104   5   27.00  -81.00        0.9309
 105   5   29.00  -81.00        1.1211
 106   5   31.00  -81.00        1.1211
 107   5   33.00  -81.00        1.1211
 108   5   35.00  -81.00        1.1211
 109   5   37.00  -81.00        1.3726
 110   5   39.00  -81.00        1.3726
 111   5   41.00  -81.00        1.3726
 112   5   43.00  -81.00        1.3726
 113   5   45.00  -81.00        1.3843
 114   5   47.00  -81.00        1.3959
 115   5   49.00  -81.00        1.3959
 116   5   51.00  -81.00        1.3959
 117   5   53.00  -81.00        1.3959
 118   5   55.00  -81.00        1.1711
 119   5   57.00  -81.00        1.1711
 120   5   59.00  -81.00        1.1711
 121   5   61.00  -81.00        1.1711
 122   5   63.00  -81.00        1.0240
 123   5   65.00  -81.00        0.8769
 124   5   67.00  -81.00        0.8769
 125   5   69.00  -81.00        0.8769
 126   5   71.00  -81.00        0.8769
 127   5   73.00  -81.00        0.7062
 128   5   75.00  -81.00        0.7062
 129   5   77.00  -81.00        0.7062
 130   5   79.00  -81.00        0.7062
 131   5   81.00  -81.00        0.6203
 132   5   83.00  -81.00        0.5344
 133   5   85.00  -81.00        0.5344
 134   5   87.00  -81.00        0.5344
 135   5   89.00  -81.00        0.5344
 136   5   91.00  -81.00        0.4678
 137   5   93.00  -81.00        0.4678
 138   5   95.00  -81.00        0.4678
 139   5   97.00  -81.00        0.4678
 140   5   99.00  -81.00        0.4447
 141   5  101.00  -81.00        0.4217
 142   5  103.00  -81.00        0.4217
 143   5  105.00  -81.00        0.4217
 144   5  107.00  -81.00        0.4217
 145   5  109.00  -81.00        0.6056
 146   5  111.00  -81.00        0.6056
 147   5  113.00  -81.00        0.6056
 148   5  115.00  -81.00        0.6056
 149   5  117.00  -81.00        0.7779
 150   5  119.00  -81.00        0.9503
 151   5  121.00  -81.00        0.9503
 152   5  123.00  -81.00        0.9503
 153   5  125.00  -81.00        0.9503
 154   5  127.00  -81.00        1.1985
 155   5  129.00  -81.00        1.1985
 156   5  131.00  -81.00        1.1985
 157   5  133.00  -81.00        1.1985
 158   5  135.00  -81.00        1.2764
 159   5  137.00  -81.00        1.3543
 160   5  139.00  -81.00        1.3543
 161   5  141.00  -81.00        1.3543
 162   5  143.00  -81.00        1.3543
 163   5  145.00  -81.00        1.4470
 164   5  147.00  -81.00        1.4470
 165   5  149.00  -81.00        1.4470
 166   5  151.00  -81.00        1.4470
 167   5  153.00  -81.00        1.4719
 168   5  155.00  -81.00        1.4968
 169   5  157.00  -81.00        1.4968
 170   5  159.00  -81.00        1.4968
 171   5  161.00  -81.00        1.4968
 172   5  163.00  -81.00        1.5411
 173   5  165.00  -81.00        1.5411
 174   5  167.00  -81.00        1.5411
 175   5  169.00  -81.00        1.5411
 176   5  171.00  -81.00        1.5556
 177   5  173.00  -81.00        1.5702
 178   5  175.00  -81.00        1.5702
 179   5  177.00  -81.00        1.5702
 180   5  179.00  -81.00        1.5702
   1   6 -179.00  -79.00        1.6014
   2   6 -177.00  -79.00        1.6014
   3   6 -175.00  -79.00        1.6014
   4   6 -173.00  -79.00        1.6014
   5   6 -171.00  -79.00        1.5640
   6   6 -169.00  -79.00        1.5267
   7   6 -167.00  -79.00        1.5267
   8   6 -165.00  -79.00        1.5267
   9   6 -163.00  -79.00        1.5267
  10   6 -161.00  -79.00        1.4190
  11   6 -159.00  -79.00        1.4190
  12   6 -157.00  -79.00        1.4190
  13   6 -155.00  -79.00        1.4190
  14   6 -153.00  -79.00        1.3585
  15   6 -151.00  -79.00        1.2981
  16   6 -149.00  -79.00        1.2981
  17   6 -147.00  -79.00        1.2981
  18   6 -145.00  -79.00        1.2981
  19   6 -143.00  -79.00        1.1711
  20   6 -141.00  -79.00        1.1711
  21   6 -139.00  -79.00        1.1711
  22   6 -137.00  -79.00        1.1711
  23   6 -135.00  -79.00        1.1377
  24   6 -133.00  -79.00        1.1043
  25   6 -131.00  -79.00        1.1043
  26   6 -129.00  -79.00        1.1043
  27   6 -127.00  -79.00        1.1043
  28   6 -125.00  -79.00        1.0229
  29   6 -123.00  -79.00        1.0229
  30   6 -121.00  -79.00        1.0229
  31   6 -119.00  -79.00        1.0229
  32   6 -117.00  -79.00        0.9559
  33   6 -115.00  -79.00        0.8890
  34   6 -113.00  -79.00        0.8890
  35   6 -111.00  -79.00        0.8890
  36   6 -109.00  -79.00        0.8890
  37   6 -107.00  -79.00        0.8696
  38   6 -105.00  -79.00        0.8696
  39   6 -103.00  -79.00        0.8696
  40   6 -101.00  -79.00        0.8696
  41   6  -99.00  -79.00        0.8850
  42   6  -97.00  -79.00        0.8960
  43   6  -95.00  -79.00        0.8960
  44   6  -93.00  -79.00        0.8960
  45   6  -91.00  -79.00        0.8960
  46   6  -89.00  -79.00        0.5566
  47   6  -87.00  -79.00        0.5566
  48   6  -85.00  -79.00        0.5566
  49   6  -83.00  -79.00        0.5566
  50   6  -81.00  -79.00        0.4739
  51   6  -79.00  -79.00        0.3912
  52   6  -77.00  -79.00        0.3912
  53   6  -75.00  -79.00        0.3912
  54   6  -73.00  -79.00        0.3912
  55   6  -71.00  -79.00        0.2573
  56   6  -69.00  -79.00        0.2573
  57   6  -67.00  -79.00        0.2573
  58   6  -65.00  -79.00        0.2573
  59   6  -63.00  -79.00        0.2252
  60   6  -61.00  -79.00        0.1932
  61   6  -59.00  -79.00        0.1932
  62   6  -57.00  -79.00        0.1932
  63   6  -55.00  -79.00        0.1932
  64   6  -53.00  -79.00        0.2024
  65   6  -51.00  -79.00        0.2024
  66   6  -49.00  -79.00        0.2024
  67   6  -47.00  -79.00        0.2024
  68   6  -45.00  -79.00        0.2366
  69   6  -43.00  -79.00        0.2709
  70   6  -41.00  -79.00        0.2709
  71   6  -39.00  -79.00        0.2709
  72   6  -37.00  -79.00        0.2709
  73   6  -35.00  -79.00        0.3691
  74   6  -33.00  -79.00        0.3691
  75   6  -31.00  -79.00        0.3691
  76   6  -29.00  -79.00        0.3691
  77   6  -27.00  -79.00        0.3922
  78   6  -25.00  -79.00        0.4153
  79   6  -23.00  -79.00        0.4153
  80   6  -21.00  -79.00        0.4153
  81   6  -19.00  -79.00        0.4153
  82   6  -17.00  -79.00        0.3865
  83   6  -15.00  -79.00        0.3865
  84   6  -13.00  -79.00        0.3865
  85   6  -11.00  -79.00        0.3865
  86   6   -9.00  -79.00        0.3731
  87   6   -7.00  -79.00        0.3598
  88   6   -5.00  -79.00        0.3598
  89   6   -3.00  -79.00        0.3598
  90   6   -1.00  -79.00        0.3598
  91   6    1.00  -79.00        0.3787
  92   6    3.00  -79.00        0.3787
  93   6    5.00  -79.00        0.3787
  94   6    7.00  -79.00        0.3787
  95   6    9.00  -79.00        0.4426
  96   6   11.00  -79.00        0.5064
  97   6   13.00  -79.00        0.5064
  98   6   15.00  -79.00        0.5064
  99   6   17.00  -79.00        0.5064
 100   6   19.00  -79.00        0.8957
 101   6   21.00  -79.00        0.8957
 102   6   23.00  -79.00        0.8957
 103   6   25.00  -79.00        0.8957
 104   6   27.00  -79.00        1.1122
 105   6   29.00  -79.00        1.3287
 106   6   31.00  -79.00        1.3287
 107   6   33.00  -79.00        1.3287
 108   6   35.00  -79.00        1.3287
 109   6   37.00  -79.00        1.6360
 110   6   39.00  -79.00        1.6360
 111   6   41.00  -79.00        1.6360
 112   6   43.00  -79.00        1.6360
 113   6   45.00  -79.00        1.6606
 114   6   47.00  -79.00        1.6851
 115   6   49.00  -79.00        1.6851
 116   6   51.00  -79.00        1.6851
 117   6   53.00  -79.00        1.6851
 118   6   55.00  -79.00        1.2612
 119   6   57.00  -79.00        1.2612
 120   6   59.00  -79.00        1.2612
 121   6   61.00  -79.00        1.2612
 122   6   63.00  -79.00        1.0504
 123   6   65.00  -79.00        0.8395
 124   6   67.00  -79.00        0.8395
 125   6   69.00  -79.00        0.8395
 126   6   71.00  -79.00        0.8395
 127   6   73.00  -79.00        0.5717
 128   6   75.00  -79.00        0.5717
 129   6   77.00  -79.00        0.5717
 130   6   79.00  -79.00        0.5717
 131   6   81.00  -79.00        0.4938
 132   6   83.00  -79.00        0.4160
 133   6   85.00  -79.00        0.4160
 134   6   87.00  -79.00        0.4160
 135   6   89.00  -79.00        0.4160
 136   6   91.00  -79.00        0.3765
 137   6   93.00  -79.00        0.3765
 138   6   95.00  -79.00        0.3765
 139   6   97.00  -79.00        0.3765
 140   6   99.00  -79.00        0.3532
 141   6  101.00  -79.00        0.3298
 142   6  103.00  -79.00        0.3298
 143   6  105.00  -79.00        0.3298
 144   6  107.00  -79.00        0.3298
 145   6  109.00  -79.00        0.4861
 146   6  111.00  -79.00        0.4861
 147   6  113.00  -79.00        0.4861
 148   6  115.00  -79.00        0.4861
 149   6  117.00  -79.00        0.6720
 150   6  119.00  -79.00        0.8579
 151   6  121.00  -79.00        0.8579
 152   6  123.00  -79.00        0.8579
 153   6  125.00  -79.00        0.8579
 154   6  127.00  -79.00        1.1646
 155   6  129.00  -79.00        1.1646
 156   6  131.00  -79.00        1.1646
 157   6  133.00  -79.00        1.1646
 158   6  135.00  -79.00        1.2603
 159   6  137.00  -79.00        1.3561
 160   6  139.00  -79.00        1.3561
 161   6  141.00  -79.00        1.3561
 162   6  143.00  -79.00        1.3561
 163   6  145.00  -79.00        1.4816
 164   6  147.00  -79.00        1.4816
 165   6  149.00  -79.00        1.4816
 166   6  151.00  -79.00        1.4816
 167   6  153.00  -79.00        1.5159
 168   6  155.00  -79.00        1.5501
 169   6  157.00  -79.00        1.5501
 170   6  159.00  -79.00        1.5501
 171   6  161.00  -79.00        1.5501
 172   6  163.00  -79.00        1.5968
 173   6  165.00  -79.00        1.5968
 174   6  167.00  -79.00        1.5968
 175   6  169.00  -79.00        1.5968
 176   6  171.00  -79.00        1.6085
 177   6  173.00  -79.00        1.6201
 178   6  175.00  -79.00        1.6201
 179   6  177.00  -79.00        1.6201
 180   6  179.00  -79.00        1.6201
   1   7 -179.00  -77.00        1.6511
   2   7 -177.00  -77.00        1.6511
   3   7 -175.00  -77.00        1.6511
   4   7 -173.00  -77.00        1.6511
   5   7 -171.00  -77.00        1.6185
   6   7 -169.00  -77.00        1.5860
   7   7 -167.00  -77.00        1.5860
   8   7 -165.00  -77.00        1.5860
   9   7 -163.00  -77.00        1.5860
  10   7 -161.00  -77.00        1.4658
  11   7 -159.00  -77.00        1.4658
  12   7 -157.00  -77.00        1.4658
  13   7 -155.00  -77.00        1.4658
  14   7 -153.00  -77.00        1.3911
  15   7 -151.00  -77.00        1.3165
  16   7 -149.00  -77.00        1.3165
  17   7 -147.00  -77.00        1.3165
  18   7 -145.00  -77.00        1.3165
  19   7 -143.00  -77.00        1.1077
  20   7 -141.00  -77.00        1.1077
  21   7 -139.00  -77.00        1.1077
  22   7 -137.00  -77.00        1.1077
  23   7 -135.00  -77.00        1.0696
  24   7 -133.00  -77.00        1.0314
  25   7 -131.00  -77.00        1.0314
  26   7 -129.00  -77.00        1.0314
  27   7 -127.00  -77.00        1.0314
  28   7 -125.00  -77.00     9999.0000
  29   7 -123.00  -77.00     9999.0000
  30   7 -121.00  -77.00     9999.0000
  31   7 -119.00  -77.00     9999.0000
  32   7 -117.00  -77.00     9999.0000
  33   7 -115.00  -77.00     9999.0000
  34   7 -113.00  -77.00     9999.0000
  35   7 -111.00  -77.00     9999.0000
  36   7 -109.00  -77.00     9999.0000
  37   7 -107.00  -77.00     9999.0000
  38   7 -105.00  -77.00     9999.0000
  39   7 -103.00  -77.00     9999.0000
  40   7 -101.00  -77.00     9999.0000
  41   7  -99.00  -77.00        1.0173
  42   7  -97.00  -77.00        1.0173
  43   7  -95.00  -77.00        1.0173
  44   7  -93.00  -77.00        1.0173
  45   7  -91.00  -77.00        1.0173
  46   7  -89.00  -77.00        0.1898
  47   7  -87.00  -77.00        0.1898
  48   7  -85.00  -77.00        0.1898
  49   7  -83.00  -77.00        0.1898
  50   7  -81.00  -77.00        0.0820
  51   7  -79.00  -77.00       -0.0258
  52   7  -77.00  -77.00       -0.0258
  53   7  -75.00  -77.00       -0.0258
  54   7  -73.00  -77.00       -0.0258
  55   7  -71.00  -77.00       -0.1833
  56   7  -69.00  -77.00       -0.1833
  57   7  -67.00  -77.00       -0.1833
  58   7  -65.00  -77.00       -0.1833
  59   7  -63.00  -77.00       -0.1685
  60   7  -61.00  -77.00       -0.1537
  61   7  -59.00  -77.00       -0.1537
  62   7  -57.00  -77.00       -0.1537
  63   7  -55.00  -77.00       -0.1537
  64   7  -53.00  -77.00        0.0220
  65   7  -51.00  -77.00        0.0220
  66   7  -49.00  -77.00        0.0220
  67   7  -47.00  -77.00        0.0220
  68   7  -45.00  -77.00        0.0977
  69   7  -43.00  -77.00        0.1735
  70   7  -41.00  -77.00        0.1735
  71   7  -39.00  -77.00        0.1735
